Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad
62.56,34,56194.54,233.83,Universal enhanced capability  solution,City_462,0,Tunisia,2016-08-19 20:28:21,0
49.15,46,55233.66,131.15,Integrated cloned architecture,City_158,1,India,2016-11-22 17:13:41,1
65.53,30,60726.84,218.38,Enhanced cloned productivity  solution,City_302,0,Egypt,2016-09-30 20:42:47,0
53.51,32,41242.1,151.37,Configurable proactive capability capability,City_105,1,Nauru,2016-03-10 19:00:03,1
51.12,36,46450.3,148.03,Cloned extended methodology,City_105,0,Czech Republic,2016-08-10 01:23:05,1
50.12,19,74408.11,143.64,Universal universal infrastructure,City_170,1,Peru,2016-11-21 22:23:29,1
81.92,31,69072.26,197.46,Configurable cloned initiative system,City_415,1,Canada,2016-02-01 05:42:41,0
54.84,30,68728.74,133.29,Persevering integrated emulation,City_395,1,Egypt,2016-02-19 01:11:23,1
55.19,26,42603.76,160.97,Configurable cloned protocol capability,City_250,1,India,2016-01-18 04:32:56,1
65.21,39,69090.02,200.94,Enhanced integrated framework  solution,City_331,1,San Marino,2016-12-05 03:08:44,0
69.12,35,62119.09,198.7,Configurable cloned solution capability,City_237,1,Mexico,2016-11-15 04:44:11,0
71.96,32,59025.31,204.17,Integrated reduced analyzer,City_403,1,Poland,2016-04-29 00:24:37,0
30.76,35,39382.67,134.02,Proactive extended emulation,City_44,0,Bolivia,2016-11-30 20:10:07,1
52.69,28,33120.78,152.59,Configurable universal methodology system,City_147,1,Tunisia,2016-02-26 11:55:19,1
56.45,30,59320.0,160.49,Configurable extended methodology system,City_55,0,Japan,2016-09-23 12:39:08,1
67.2,40,63978.76,207.77,Enhanced proactive architecture system,City_436,0,China,2016-11-02 19:52:45,0
56.79,22,52405.15,151.13,Synergistic persevering paradigm system,City_132,1,Brazil,2016-10-22 20:57:44,1
48.06,36,65982.4,100.0,Cloned synergistic protocol capability,City_322,1,Spain,2016-12-15 04:23:03,1
72.08,33,61843.53,223.04,Reduced persevering architecture system,City_263,0,Germany,2016-09-04 23:43:31,0
79.95,34,56578.57,222.53,Proactive enhanced forecast system,City_373,0,Peru,2016-06-06 23:41:50,0
42.27,33,53922.61,117.66,Configurable enhanced functionalities capability,City_157,1,Czech Republic,2016-09-21 08:23:33,1
76.19,39,39659.82,209.05,Extended cloned paradigm system,City_446,1,San Marino,2016-06-21 18:38:09,0
62.72,47,47418.09,144.85,Reduced extended forecast capability,City_308,1,Italy,2016-12-30 20:32:36,1
62.03,27,49208.58,107.1,Proactive configurable functionalities  solution,City_419,0,Brazil,2016-03-16 13:12:16,1
72.99,19,61329.97,217.01,Proactive persevering paradigm,City_442,1,Brazil,2016-07-10 10:36:24,0
64.41,52,58440.27,228.04,Integrated persevering analyzer system,City_203,1,Italy,2016-06-29 17:30:01,0
83.8,46,52254.44,233.52,Persevering synergistic architecture  solution,City_132,0,Poland,2016-01-06 07:45:37,0
57.25,40,80000.0,192.71,Proactive persevering solution system,City_52,0,Brazil,2016-12-10 04:59:17,0
91.63,33,62054.36,199.45,Universal proactive infrastructure  solution,City_129,1,Japan,2016-09-30 15:00:02,0
48.19,30,51683.93,171.37,Integrated synergistic forecast,City_35,1,Argentina,2016-11-11 15:00:10,1
68.48,46,52842.76,100.0,Universal synergistic analyzer capability,City_176,1,Burundi,2016-04-28 11:11:54,1
33.89,32,58417.86,162.25,Synergistic synergistic system,City_10,1,Peru,2016-02-13 00:21:01,1
65.96,49,46142.12,100.0,Proactive configurable architecture  solution,City_443,0,Iceland,2016-07-24 07:16:44,1
42.86,43,51347.67,165.56,Synergistic cloned methodology,City_196,0,Liberia,2016-02-06 09:29:35,1
84.53,49,60353.38,179.03,Reduced proactive methodology,City_63,1,Brazil,2016-02-07 03:19:33,0
93.03,36,71227.24,227.52,Cloned proactive architecture,City_330,0,Canada,2016-05-16 03:48:24,0
47.55,40,48783.36,125.26,Extended synergistic capability,City_277,1,Australia,2016-01-07 15:04:47,1
80.71,35,61992.58,211.47,Configurable proactive architecture capability,City_480,0,Germany,2016-06-06 00:17:00,0
43.16,27,20511.03,100.0,Cloned proactive methodology capability,City_297,0,Qatar,2016-10-06 01:26:13,1
84.66,36,43735.91,195.45,Extended persevering analyzer system,City_348,0,Canada,2016-07-02 19:16:51,0
57.5,41,51248.7,100.0,Universal reduced protocol  solution,City_437,1,Ghana,2016-09-30 05:10:49,1
67.01,41,53049.68,227.68,Proactive extended policy,City_288,1,France,2016-02-27 02:28:03,0
54.08,42,76936.86,152.56,Extended proactive architecture,City_238,1,China,2016-05-05 04:50:45,1
66.26,32,46172.35,221.49,Universal integrated emulation system,City_144,1,Egypt,2016-03-18 09:21:33,0
49.63,27,53799.26,228.1,Proactive persevering forecast,City_379,0,Australia,2016-04-04 09:17:07,0
78.88,54,38687.4,207.45,Enhanced integrated forecast capability,City_439,0,Egypt,2016-08-17 19:28:37,0
83.85,26,59843.38,251.58,Cloned extended infrastructure  solution,City_482,0,France,2016-06-09 17:21:39,0
58.78,27,29613.86,165.2,Configurable extended architecture  solution,City_387,0,India,2016-02-11 13:29:23,1
76.16,31,64053.91,168.91,Cloned persevering infrastructure capability,City_20,0,Mexico,2016-11-04 02:37:26,0
73.06,28,68272.6,225.95,Persevering reduced forecast system,City_134,0,Tunisia,2016-09-01 17:21:43,0
39.36,35,42721.96,157.98,Cloned extended infrastructure system,City_104,0,Japan,2016-01-10 07:16:53,1
35.27,39,54156.75,173.75,Proactive enhanced architecture  solution,City_313,0,Liberia,2016-06-04 05:33:49,1
71.98,44,45652.83,186.6,Cloned enhanced initiative  solution,City_460,0,Brazil,2016-10-18 01:37:41,0
31.49,42,56146.43,130.85,Reduced persevering solution,City_419,0,Japan,2016-08-15 16:24:34,1
71.31,27,55536.13,240.19,Proactive enhanced protocol system,City_448,0,Japan,2016-05-22 10:44:51,0
46.91,42,50138.59,151.8,Synergistic proactive productivity,City_15,1,Nauru,2016-04-23 06:53:26,1
61.23,31,68067.35,168.66,Universal configurable solution,City_372,1,Qatar,2016-07-09 08:16:38,0
46.59,49,56527.66,170.24,Universal cloned protocol system,City_413,0,San Marino,2016-01-24 19:24:47,1
80.99,33,76936.02,201.25,Enhanced proactive capability capability,City_330,0,China,2016-08-22 15:50:26,0
55.23,46,29325.32,126.63,Extended proactive methodology  solution,City_149,1,China,2016-08-19 09:48:34,1
50.53,43,39200.44,167.96,Persevering configurable methodology system,City_149,0,Norway,2016-08-22 23:36:21,1
58.13,35,46281.14,109.29,Cloned extended solution system,City_337,0,Argentina,2016-12-11 02:31:07,1
46.67,31,49612.18,161.37,Reduced configurable system  solution,City_208,1,Germany,2016-07-07 05:02:07,1
60.55,47,21323.43,164.09,Enhanced enhanced capability,City_172,1,Japan,2016-03-25 13:45:39,1
71.88,47,46531.27,243.32,Integrated reduced forecast capability,City_135,0,Russia,2016-10-17 21:37:20,0
38.55,47,60049.82,106.95,Proactive persevering architecture,City_341,0,Liberia,2016-11-21 20:04:37,1
41.78,28,42848.46,144.3,Integrated persevering emulation,City_261,0,Peru,2016-02-16 15:51:37,1
83.83,44,72909.24,213.16,Persevering synergistic paradigm  solution,City_355,1,Canada,2016-10-25 02:17:28,0
90.36,31,63879.92,207.03,Reduced universal paradigm,City_432,0,Brazil,2016-04-14 20:58:42,0
47.93,38,38050.8,153.97,Proactive universal initiative  solution,City_495,1,Argentina,2016-09-03 03:24:07,1
58.48,41,50244.12,140.75,Integrated configurable solution,City_188,0,Czech Republic,2016-05-30 04:55:32,1
70.6,38,55250.31,220.35,Reduced integrated system capability,City_435,0,Japan,2016-05-31 00:26:01,0
45.93,23,41071.41,147.44,Extended synergistic system system,City_434,1,San Marino,2016-03-07 13:38:04,1
68.12,37,50552.95,213.61,Configurable proactive solution capability,City_396,1,Canada,2016-12-22 15:05:02,0
67.62,31,68626.38,200.78,Synergistic synergistic protocol  solution,City_452,0,India,2016-05-13 02:07:20,0
64.79,25,55139.62,193.44,Extended enhanced architecture capability,City_139,1,India,2016-10-30 07:37:49,0
78.12,43,66030.71,192.46,Enhanced persevering productivity system,City_401,1,Mexico,2016-12-20 23:24:56,0
52.66,26,39089.85,171.9,Universal universal methodology,City_320,1,India,2016-09-05 13:14:05,1
56.2,41,80000.0,250.78,Extended cloned analyzer capability,City_251,0,Spain,2016-01-03 13:04:03,0
52.02,34,53329.82,163.48,Enhanced persevering emulation capability,City_209,0,San Marino,2016-08-05 19:09:52,1
66.26,29,42343.95,165.73,Integrated extended solution,City_7,1,Peru,2016-08-05 10:50:39,1
72.74,32,65221.96,208.6,Persevering extended methodology  solution,City_258,1,Burundi,2016-07-31 11:53:17,0
72.47,36,56095.68,202.57,Reduced cloned system capability,City_386,1,Australia,2016-03-30 19:08:47,0
64.81,37,58645.89,211.98,Proactive configurable architecture system,City_421,1,Australia,2016-04-12 19:43:43,0
49.08,39,62997.0,142.64,Configurable proactive solution,City_247,0,Nauru,2016-02-15 15:02:13,1
63.2,26,54974.82,188.66,Integrated reduced system capability,City_445,1,Italy,2016-03-07 13:09:01,0
80.82,26,54635.09,225.52,Persevering extended functionalities,City_204,1,Brazil,2016-09-03 00:02:19,0
68.89,31,62978.94,218.62,Reduced universal productivity,City_90,1,Argentina,2016-02-14 15:59:01,0
79.03,26,46508.32,238.66,Configurable enhanced infrastructure,City_84,0,Canada,2016-04-11 12:30:58,0
49.26,33,67041.44,156.29,Synergistic reduced framework system,City_496,0,Liberia,2016-04-13 03:48:44,1
45.21,52,43203.01,161.61,Cloned synergistic paradigm capability,City_264,1,Spain,2016-07-22 04:53:02,1
54.02,31,43266.98,153.12,Synergistic synergistic solution,City_332,0,Brazil,2016-09-29 06:49:27,1
80.83,52,60388.56,221.16,Universal synergistic infrastructure  solution,City_181,1,Turkey,2016-04-29 02:18:39,0
51.34,24,53892.73,154.29,Persevering configurable infrastructure,City_22,0,Australia,2016-08-02 13:26:34,1
51.18,26,31398.37,146.98,Configurable integrated capability capability,City_148,0,Argentina,2016-12-09 20:33:31,1
62.56,26,76359.88,200.21,Cloned cloned architecture system,City_452,0,Bolivia,2016-01-10 22:00:40,0
70.87,35,55545.9,233.16,Synergistic reduced framework  solution,City_215,1,Tunisia,2016-09-14 12:55:50,0
77.26,31,74733.13,202.62,Reduced extended solution system,City_252,0,Poland,2016-11-27 18:27:03,0
76.98,41,64866.42,213.76,Synergistic universal capability  solution,City_159,1,China,2016-09-24 11:56:23,0
46.56,34,43392.46,200.11,Synergistic configurable paradigm,City_63,1,Canada,2016-07-29 06:10:18,1
49.52,31,49157.54,159.56,Proactive extended forecast capability,City_32,1,Qatar,2016-07-10 03:23:05,1
60.53,32,46867.52,100.0,Enhanced universal paradigm capability,City_268,0,India,2016-01-19 23:13:04,1
95.0,20,56956.61,235.27,Configurable universal functionalities,City_118,0,San Marino,2016-05-20 22:41:54,0
66.34,42,51999.31,107.92,Proactive reduced forecast system,City_369,0,Norway,2016-02-21 03:45:38,1
82.22,34,46903.78,194.03,Reduced proactive solution capability,City_410,0,Italy,2016-08-25 14:39:47,0
36.88,50,46000.55,150.84,Proactive synergistic solution system,City_470,0,Mexico,2016-06-29 07:13:08,1
74.12,30,75984.48,198.97,Synergistic integrated productivity,City_294,1,Bolivia,2016-12-01 17:40:56,0
77.0,26,70704.51,224.47,Integrated extended infrastructure,City_29,1,Mexico,2016-07-08 21:28:24,0
83.5,35,48567.18,190.06,Proactive reduced emulation system,City_201,1,Peru,2016-07-10 22:14:38,0
41.07,48,37302.06,165.89,Persevering cloned architecture,City_115,1,India,2016-04-17 10:54:38,1
44.41,39,38348.46,146.98,Enhanced configurable emulation,City_218,1,Spain,2016-01-31 19:05:07,1
61.92,43,33872.61,134.9,Extended enhanced solution  solution,City_249,0,Czech Republic,2016-08-19 10:10:27,1
54.34,32,45530.98,174.51,Integrated universal analyzer,City_455,1,France,2016-05-27 16:11:36,1
44.62,49,60522.73,147.71,Proactive universal methodology system,City_269,0,Norway,2016-02-29 21:33:13,1
64.48,48,50124.75,118.66,Integrated persevering solution,City_27,0,Czech Republic,2016-11-26 08:01:29,1
46.23,51,25411.4,133.24,Persevering configurable architecture system,City_393,1,India,2016-05-03 04:43:55,1
55.95,51,51634.52,192.98,Reduced persevering infrastructure  solution,City_411,1,Canada,2016-01-28 00:13:44,1
83.91,48,49931.66,207.8,Proactive enhanced architecture capability,City_395,0,Germany,2016-01-02 16:41:15,0
63.74,34,56405.28,217.45,Enhanced persevering capability system,City_363,0,China,2016-11-05 19:14:12,0
59.94,52,47905.16,141.17,Synergistic integrated forecast,City_39,0,Egypt,2016-04-01 05:46:58,1
66.86,22,80000.0,209.2,Integrated enhanced protocol capability,City_276,0,Australia,2016-08-03 21:50:13,0
60.93,43,48553.07,191.88,Synergistic integrated initiative  solution,City_285,0,Liberia,2016-10-22 07:14:10,1
82.38,23,55955.11,236.92,Integrated persevering infrastructure,City_306,0,India,2016-12-13 23:04:28,0
35.5,37,37276.57,100.0,Extended persevering architecture,City_64,0,Myanmar,2016-11-30 15:12:02,1
61.64,36,44638.36,121.88,Enhanced extended initiative capability,City_429,1,Peru,2016-02-09 00:21:32,1
40.88,36,46024.56,187.73,Reduced integrated productivity,City_122,0,Brazil,2016-03-18 22:40:37,1
52.68,37,32938.64,132.45,Cloned extended protocol,City_12,0,Turkey,2016-11-11 21:30:01,1
44.87,25,55259.23,126.14,Extended cloned policy capability,City_323,0,Tunisia,2016-01-04 08:47:12,1
70.5,45,80000.0,224.48,Enhanced integrated emulation system,City_9,1,San Marino,2016-12-19 10:06:42,0
90.57,39,74227.53,233.62,Configurable proactive infrastructure  solution,City_482,0,Canada,2016-02-24 20:52:28,0
49.53,26,65765.05,163.97,Proactive cloned framework system,City_166,0,Spain,2016-12-13 15:02:32,1
42.67,30,35325.85,152.67,Configurable integrated solution capability,City_392,0,China,2016-11-20 21:35:36,1
91.38,28,70080.22,216.63,Enhanced synergistic architecture capability,City_477,0,Argentina,2016-02-10 16:45:31,0
37.54,26,40466.55,172.19,Extended cloned paradigm,City_209,0,Australia,2016-12-17 19:05:52,1
39.4,28,58037.67,168.71,Cloned integrated protocol,City_173,1,Canada,2016-09-18 01:08:31,1
70.02,45,45440.69,230.59,Proactive persevering emulation  solution,City_31,1,Russia,2016-02-05 19:22:30,0
60.77,49,46843.18,138.38,Universal synergistic paradigm  solution,City_370,0,San Marino,2016-11-24 01:24:49,1
63.82,44,52105.51,207.95,Enhanced reduced methodology,City_293,1,Myanmar,2016-05-08 07:33:40,0
54.88,25,39111.21,148.86,Reduced universal emulation,City_248,1,Germany,2016-08-13 09:37:38,1
66.89,44,72826.51,212.46,Persevering extended emulation,City_328,1,Poland,2016-03-24 21:44:39,0
64.18,30,68377.06,112.85,Enhanced proactive capability,City_428,1,Norway,2016-12-15 03:18:31,1
68.26,24,67715.71,236.23,Reduced proactive methodology,City_317,0,Australia,2016-03-18 17:11:12,0
67.38,35,56140.38,214.08,Universal configurable solution,City_17,0,Ghana,2016-09-11 17:26:14,0
60.75,42,57528.43,212.8,Configurable proactive capability  solution,City_87,0,Iceland,2016-03-02 19:55:32,0
75.53,41,52646.56,224.93,Reduced synergistic protocol,City_272,0,Czech Republic,2016-03-05 22:37:44,0
76.62,38,53326.51,208.84,Reduced cloned protocol capability,City_185,0,Canada,2016-11-30 05:54:18,0
70.96,22,52905.01,183.99,Persevering universal productivity capability,City_488,1,Mexico,2016-04-27 09:43:55,0
88.72,37,52794.29,203.17,Proactive synergistic paradigm,City_192,1,Czech Republic,2016-01-05 19:01:18,0
74.26,30,56124.38,186.64,Enhanced integrated functionalities,City_244,0,Egypt,2016-04-09 14:31:22,0
51.09,54,57451.68,179.94,Reduced proactive architecture,City_58,0,Poland,2016-08-05 06:06:58,1
54.77,36,45585.89,131.03,Reduced integrated architecture system,City_46,0,Ghana,2016-01-21 01:01:34,1
80.94,37,54640.79,186.95,Reduced configurable productivity,City_359,0,Australia,2016-08-01 20:37:00,0
75.27,50,43221.2,190.34,Enhanced proactive paradigm capability,City_314,0,Argentina,2016-05-02 07:59:54,0
48.58,28,48726.21,130.91,Integrated enhanced functionalities,City_274,1,Brazil,2016-09-07 14:40:43,1
73.47,21,66443.62,221.3,Proactive enhanced functionalities  solution,City_98,0,Liberia,2016-06-14 14:13:43,0
81.54,55,76359.66,249.83,Configurable synergistic initiative  solution,City_403,1,Mexico,2016-05-15 11:28:26,0
51.84,19,53693.01,223.53,Enhanced cloned initiative  solution,City_198,0,India,2016-05-23 13:28:18,0
48.48,33,46978.13,133.63,Proactive persevering architecture system,City_493,0,Bolivia,2016-02-27 03:38:39,1
74.86,39,76462.39,225.55,Extended configurable protocol,City_479,1,Italy,2016-02-19 21:53:13,0
57.19,51,80000.0,199.69,Extended universal initiative,City_148,1,Grenada,2016-07-28 05:02:45,0
55.01,23,78405.48,218.58,Integrated cloned forecast,City_444,1,Norway,2016-03-29 12:25:49,0
56.39,19,68430.97,223.54,Proactive synergistic paradigm,City_257,0,Bolivia,2016-04-02 03:48:10,0
61.34,32,59057.03,209.8,Configurable universal emulation capability,City_440,1,Egypt,2016-06-25 02:20:04,0
50.46,25,42868.2,152.94,Persevering enhanced analyzer,City_136,0,Nauru,2016-12-29 10:12:09,1
69.55,24,47085.75,174.98,Configurable extended framework,City_146,1,Germany,2016-04-04 09:25:06,0
72.53,39,63707.23,201.09,Extended cloned policy system,City_275,0,Burundi,2016-08-12 12:14:20,0
56.08,44,57238.0,148.89,Synergistic cloned productivity,City_94,1,Turkey,2016-01-17 13:16:35,1
74.73,47,67440.01,180.89,Universal proactive analyzer system,City_19,0,Brazil,2016-07-12 03:19:35,0
57.24,37,58344.11,139.83,Reduced extended initiative,City_295,1,Bolivia,2016-09-14 16:38:12,1
64.64,27,63941.67,207.18,Universal proactive functionalities capability,City_334,1,Argentina,2016-01-14 09:03:08,0
46.82,49,39232.27,158.67,Configurable extended architecture,City_464,0,Myanmar,2016-07-17 22:34:05,1
59.11,39,40490.14,135.74,Synergistic proactive policy capability,City_178,1,San Marino,2016-11-07 12:23:04,1
51.54,31,31950.92,130.03,Integrated extended initiative capability,City_89,1,Spain,2016-02-21 01:18:50,1
51.29,36,60034.92,193.02,Synergistic persevering system,City_73,0,Grenada,2016-12-18 07:54:13,0
85.04,50,53012.17,186.05,Configurable configurable emulation capability,City_64,1,Poland,2016-02-13 11:41:47,0
77.71,24,75500.17,206.06,Enhanced universal system,City_226,0,Czech Republic,2016-05-14 14:36:25,0
46.86,35,46407.68,116.52,Universal synergistic productivity capability,City_0,0,Bolivia,2016-10-19 04:13:29,1
64.08,21,59832.17,205.86,Persevering synergistic methodology,City_336,0,Canada,2016-05-20 05:29:19,0
52.03,29,54915.37,174.87,Reduced reduced framework capability,City_91,1,Mexico,2016-11-24 09:08:35,1
50.48,57,34664.84,142.76,Universal integrated framework system,City_237,0,Egypt,2016-10-21 01:46:35,1
46.21,42,63700.37,165.08,Synergistic configurable productivity,City_398,1,Mexico,2016-09-26 12:55:34,1
47.81,38,50020.96,141.27,Enhanced synergistic productivity,City_255,1,Canada,2016-07-28 21:04:42,1
66.13,41,60939.9,199.74,Extended configurable architecture capability,City_24,0,Argentina,2016-08-14 23:14:41,0
62.38,25,53560.83,206.46,Synergistic universal framework,City_441,0,Australia,2016-06-07 18:57:10,0
59.83,47,58345.05,213.1,Synergistic universal architecture system,City_430,1,Egypt,2016-10-27 13:55:26,0
73.35,33,52975.14,179.11,Reduced enhanced forecast,City_314,0,Iceland,2016-10-18 00:54:55,0
66.51,46,45869.07,178.34,Proactive extended infrastructure  solution,City_301,0,Argentina,2016-12-27 01:32:59,0
54.45,33,36181.45,175.82,Persevering persevering solution capability,City_251,0,France,2016-06-01 18:32:17,1
77.98,24,63916.59,202.97,Universal synergistic initiative  solution,City_143,1,Egypt,2016-03-27 19:48:00,0
52.76,38,68109.61,148.85,Extended cloned functionalities  solution,City_489,0,Turkey,2016-04-09 02:13:16,1
60.73,46,46991.28,201.81,Cloned proactive productivity  solution,City_190,1,Brazil,2016-02-09 11:43:05,0
59.28,30,57457.26,189.85,Configurable configurable protocol  solution,City_319,0,Australia,2016-02-04 13:35:13,1
69.02,39,54565.77,224.93,Integrated proactive capability  solution,City_160,0,Turkey,2016-08-21 08:18:17,0
77.29,41,68894.08,248.77,Configurable integrated architecture  solution,City_97,1,Myanmar,2016-01-21 14:34:04,0
57.87,34,43699.48,139.71,Reduced proactive functionalities capability,City_394,0,Turkey,2016-05-10 06:51:50,1
67.49,26,52294.5,232.05,Configurable configurable emulation capability,City_409,1,Turkey,2016-09-17 15:46:56,0
40.26,36,49474.82,183.01,Universal configurable infrastructure,City_438,0,China,2016-04-14 13:41:41,1
79.53,32,65149.13,235.28,Extended configurable capability capability,City_138,0,Burundi,2016-11-23 23:15:57,0
81.97,32,70696.83,211.89,Integrated integrated productivity system,City_184,0,Ghana,2016-11-15 17:30:52,0
69.1,44,59979.36,189.21,Synergistic enhanced solution system,City_225,0,Egypt,2016-08-11 22:30:56,0
70.42,42,79870.56,227.14,Cloned persevering system  solution,City_334,0,Bolivia,2016-07-13 22:15:56,0
92.65,31,58734.01,225.28,Integrated configurable capability,City_200,0,Argentina,2016-03-13 17:31:06,0
45.01,41,43752.74,177.57,Integrated cloned capability,City_11,0,Qatar,2016-05-30 04:48:12,1
66.45,30,59230.41,211.77,Persevering synergistic architecture  solution,City_67,1,Germany,2016-10-23 05:25:42,0
69.75,36,42954.11,246.04,Synergistic cloned capability,City_445,1,India,2016-10-10 20:14:04,0
72.53,47,44167.44,212.2,Configurable extended system capability,City_120,1,Germany,2016-09-13 13:18:46,0
55.14,31,71596.76,244.14,Configurable synergistic solution capability,City_6,1,Burundi,2016-04-25 01:18:10,0
